URL,TargetPrice
https://www.amazon.com/dp/B0862269YP,400.0
https://www.amazon.com/dp/B09V3G5G3C,150.0
https://www.amazon.com/Dell-Inspiron-15-Touchscreen-Laptop/dp/B0F7XGBXVF/ref=sr_1_1?dib=eyJ2IjoiMSJ9.CMbgIc_EtJWAIKkr2svN432HrAlerLlvJq_SIgegBNdVsc8alYkA6TCzsBYwiLbnYV3TxjbFSBfW69CJqrhku6TKidgZWn3Lw-9hKGAba8gcO9Pr5BnfVGnJck7bislhRraOCYniNsEO2-jKWizNBx5WLBduKkaJXgG1TWNOyxWzRLwvYgUlbhkso5Tx3iDJhnHLikGgZUd3Tvi6dLBFh5OGBTbqCXgIxUoWfcUe0HAandoLmY5gnFsRc-ffxQusFOab_C7ywTe6A66LYE3H7d8zYkaD8CvZIF3j0NkrCtg.rBMdI6-fm7BR736MLK2Nbg2JsKB1pn2JkgJxEPTmjv0&dib_tag=se&qid=1749367236&refinements=p_n_deal_type%3A23566064011&s=pc&sr=1-1&th=1,100.0
https://www.amazon.com/NIMO-laptop-15.6-student-computer/dp/B0D44YZQBM/ref=sr_1_2?dib=eyJ2IjoiMSJ9.CMbgIc_EtJWAIKkr2svN432HrAlerLlvJq_SIgegBNdVsc8alYkA6TCzsBYwiLbnYV3TxjbFSBfW69CJqrhku6TKidgZWn3Lw-9hKGAba8gcO9Pr5BnfVGnJck7bislhRraOCYniNsEO2-jKWizNBx5WLBduKkaJXgG1TWNOyxWzRLwvYgUlbhkso5Tx3iDJhnHLikGgZUd3Tvi6dLBFh5OGBTbqCXgIxUoWfcUe0HAandoLmY5gnFsRc-ffxQusFOab_C7ywTe6A66LYE3H7d8zYkaD8CvZIF3j0NkrCtg.rBMdI6-fm7BR736MLK2Nbg2JsKB1pn2JkgJxEPTmjv0&dib_tag=se&qid=1749367851&refinements=p_n_deal_type%3A23566064011&s=pc&sr=1-2&th=1,299.0
https://www.amazon.com/dp/B005EJH6Z4,50.0
